5969|3|1,3,11|1|5,30,46|непонятно
5970|3|1,3,11|1,3|7,16,17,72|натворил
5971|3|1,3,11|1,5|4,7,14,68,81|не подавись
5972|3|1,3,11|1,10|7,62,80|отстань
5973|3|1,3,11|1,17|4,7,14,81|не болей
5974|3|1,3,11|2,3|7,16,17,72|получай
5975|3|1,3,11|2,5|4,7,14,68,81|ешь
5976|3|1,3,11|2,10|7,62,80|вот тебе
5977|3|1,3,11|2,17|4,7,14,81|исцелил
5978|3|1,3,11|3|7,16,17,72|наказываю пофиг
5979|3|1,3,11|3,5|7,16,68,72,81|а ну ешь
5980|3|1,3,11|3,6|16,17,46,72|чтобы неповадно было
5981|3|1,3,11|3,7|7,16,17,72|а ну играй
5982|3|1,3,11|3,8|7,16,17,72,76|а ну учи
5983|3|1,3,11|3,9|7,16,17,72|пошел
5984|3|1,3,11|3,10|16,17,72,7,62,80|прибью
5985|3|1,3,11|3,12|7,11,16,17,72|прибью ведь
5986|3|1,3,11|3,13|7,17,72,73|идиот
5987|3|1,3,11|3,14|7,17,72,73|ах ты тварь
5988|3|1,3,11|3,15|16,17,72,80|больно?
5989|3|1,3,11|3,16|7,16,17,69,72|пройдет
5990|3|1,3,11|3,17|7,16,17,72,81|на пользу
5991|3|1,3,11|4,5|4,7,14,68,81|заслужил
5992|3|1,3,11|4,10|7,62,80|доигрался
5993|3|1,3,11|4,17|4,7,14,81|будь здоров
5994|3|1,3,11|5|4,7,14,68,81|кушай
5995|3|1,3,11|5,6|4,6,7,14,68,81|ешь спокойно
5996|3|1,3,11|5,7|4,14,46,68,81|потом поиграем
5997|3|1,3,11|5,8|4,7,14,68,76,81|потом поучимся
5998|3|1,3,11|5,9|4,7,14,68,81|да подавись
5999|3|1,3,11|5,11|4,7,14,68,81|самое вкусное
6000|3|1,3,11|5,13|4,7,13,14,68,81|жри
6001|3|1,3,11|5,14|4,7,14,68,81|наелся
6002|3|1,3,11|5,16|4,7,14,68,69,81|ладно, ешь
6003|3|1,3,11|5,17|4,7,14,68,81|поправляйся
6004|3|1,3,11|6,17|4,6,7,14,81|будешь жить
6005|3|1,3,11|7,10|46,62,80|подеремся
6006|3|1,3,11|7,17|4,7,14,46,81|можешь играть
6007|3|1,3,11|8,17|4,7,14,76,81|лечись
