3619|1|11|1|50,76|непонятно
3620|1|11|1,3|16|натворил
3621|1|11|1,4|50,76|невероятно
3622|1|11|1,5|30|не подавись
3623|1|11|1,6|6,76|не психуй
3624|1|11|1,7|46|развлечемся
3625|1|11|1,8|50|разберемся
3626|1|11|1,9|16|ну его
3627|1|11|1,10|16|отстань
3628|1|11|1,11|14,30|круто
3629|1|11|1,12|50,76|замучил
3630|1|11|1,13|50,76|офигеть
3631|1|11|1,14|50,76|ух ты
3632|1|11|1,15|15|ой
3633|1|11|1,16|4|погоди
3634|1|11|1,17|4,30,81|не болей
3635|1|11|2|50,76|понятно
3636|1|11|2,3|1,16|получай
3637|1|11|2,4|4,30|правильно
3638|1|11|2,5|4,37,81|ешь
3639|1|11|2,6|6,30|ничего
3640|1|11|2,7|46|сыграем
3641|1|11|2,8|50,76|освой
3642|1|11|2,10|16,83|вот тебе
3643|1|11|2,11|14|хороший
3644|1|11|2,12|11|так и знал
3645|1|11|2,13|30|классно
3646|1|11|2,14|14,30|чудесно
3647|1|11|2,15|11,15|страшно
3648|1|11|2,16|16|да ладно
3649|1|11|2,17|4,68,81|исцелил
3650|1|11|3|1,83|наказываю пофиг
3651|1|11|3,5|1,81|а ну ешь
3652|1|11|3,6|56,62|чтобы неповадно было
3653|1|11|3,7|1,56|а ну играй
3654|1|11|3,8|1,56|а ну учи
3655|1|11|3,9|83|пошел
3656|1|11|3,10|73|прибью
3657|1|11|3,12|11,16|прибью ведь
3658|1|11|3,13|62,83|идиот
3659|1|11|3,14|62,83|ах ты тварь
3660|1|11|3,15|15|больно?
3661|1|11|3,16|56,62|пройдет
3662|1|11|3,17|16,83|на пользу
3663|1|11|4|14,30|молодец
3664|1|11|4,5|14,68,81|заслужил
3665|1|11|4,9|16,83|ну и хорошо
3666|1|11|4,10|1,62|доигрался
3667|1|11|4,12|11|ну прости
3668|1|11|4,14|14,30|замечательно
3669|1|11|4,15|1,62|ты даешь
3670|1|11|4,17|4,68,81|будь здоров
3671|1|11|5|14,30,81|кушай
3672|1|11|5,6|6,81|ешь спокойно
3673|1|11|5,7|46,81|потом поиграем
3674|1|11|5,8|50,81|потом поучимся
3675|1|11|5,9|83|да подавись
3676|1|11|5,11|11,30,68,81|самое вкусное
3677|1|11|5,13|14,81|жри
3678|1|11|5,14|14,81|наелся
3679|1|11|5,16|6,81|ладно, ешь
3680|1|11|5,17|4,68,81|поправляйся
3681|1|11|6|6,30|успокойся
3682|1|11|6,7|6,46|отвлечемся
3683|1|11|6,8|6,50|поучимся
3684|1|11|6,9|6|тихо
3685|1|11|6,11|6,30|все хорошо
3686|1|11|6,13|6,30|не паникуй
3687|1|11|6,14|6,30|все чудесно
3688|1|11|6,16|6|расслабься
3689|1|11|6,17|6,11,81|будешь жить
3690|1|11|7|30,46|поиграем
3691|1|11|7,8|46,50|попробуй повторить
3692|1|11|7,10|1,62|подеремся
3693|1|11|7,11|11,30,46|непобедимый
3694|1|11|7,13|30,46|побесимся
3695|1|11|7,14|30,46|давай играть
3696|1|11|7,16|46|лучше поиграем
3697|1|11|7,17|46,68,81|можешь играть
3698|1|11|10|1,16|поделом
3699|1|11|10,12|1,15,16|изверг
3700|1|11|10,13|1,83|получил
3701|1|11|10,14|1,83|так тебе и надо
3702|1|11|10,15|1,15|нечаянно
3703|1|11|10,16|83|прикалываюсь
3704|1|11|10,17|1,83|потерпи
3705|1|11|11|14,30,68|ты хороший
3706|1|11|11,12|11,62|чертовски хорошо
3707|1|11|11,13|14,30,68|не дурно
3708|1|11|11,14|14,30,68|ты классный
3709|1|11|11,15|1|слишком хорошо
3710|1|11|11,16|11,30|ну ничего
3711|1|11|11,17|14,68,81|хорошо выглядишь
3712|1|11|12|11|плачу
3713|1|11|12,15|1,11|тошно
3714|1|11|12,16|1,11|не сердись
3715|1|11|12,17|11,81|пронесло
3716|1|11|13|14|смешно
3717|1|11|13,14|14,31|чудненько
3718|1|11|13,15|1|фыркнул
3719|1|11|13,16|30|усмехнулся
3720|1|11|13,17|14,31,81|как новенький
3721|1|11|14|11,14|радуюсь
3722|1|11|14,16|11|утешился
3723|1|11|14,17|14,31,81|оживил
3724|1|11|15|1,11|боюсь
3725|1|11|15,16|1,11|отходил
3726|1|11|15,17|1,81|ух пронесло
3727|1|11|16|30|прощаю
3728|1|11|16,17|30,81|на здоровье
3729|1|11|17|4,81|вылечил
