3993|1|2,5|1|1,50,76,79|непонятно
3994|1|2,5|1,3|34,50,76,79|натворил
3995|1|2,5|1,4|30,50,76,79|невероятно
3996|1|2,5|1,5|50,76,79,81|не подавись
3997|1|2,5|1,6|6,50,76,79|не психуй
3998|1|2,5|1,7|8,50,76,79|развлечемся
3999|1|2,5|1,8|50,76,79|разберемся
4000|1|2,5|1,9|50,76,79|ну его
4001|1|2,5|1,10|40,50,76,79|отстань
4002|1|2,5|1,11|30,50,76,79|круто
4003|1|2,5|1,12|49,50,76,79|замучил
4004|1|2,5|1,13|30,50,76,79|офигеть
4005|1|2,5|1,14|30,50,76,79|ух ты
4006|1|2,5|1,15|15,50,76,79|ой
4007|1|2,5|1,16|50,76,79|погоди
4008|1|2,5|1,17|50,76,79,81|не болей
4009|1|2,5|2|50,76,79|понятно
4010|1|2,5|2,3|50,62,76,79|получай
4011|1|2,5|2,4|30,50,76,79|правильно
4012|1|2,5|2,5|50,76,79,81|ешь
4013|1|2,5|2,6|6,50,76,79|ничего
4014|1|2,5|2,7|46,50,76,79|сыграем
4015|1|2,5|2,8|50,76,79|освой
4016|1|2,5|2,9|50,76,79|неважно
4017|1|2,5|2,10|34,40,50,76,79|вот тебе
4018|1|2,5|2,11|30,50,76,79|хороший
4019|1|2,5|2,12|49,50,76,79|так и знал
4020|1|2,5|2,13|30,50,76,79|классно
4021|1|2,5|2,14|30,50,76,79|чудесно
4022|1|2,5|2,15|15,50,76,79|страшно
4023|1|2,5|2,16|50,76,79|да ладно
4024|1|2,5|2,17|50,76,79,81|исцелил
4025|1|2,5|3|50,62,72,76,79|наказываю пофиг
4026|1|2,5|3,5|50,76,79,81|а ну ешь
4027|1|2,5|3,6|6,50,76,79|чтобы неповадно было
4028|1|2,5|3,7|50,73,76,79|а ну играй
4029|1|2,5|3,8|50,73,76,79|а ну учи
4030|1|2,5|3,9|50,72,76,79|пошел
4031|1|2,5|3,10|40,50,76,79|прибью
4032|1|2,5|3,12|50,72,76,79|прибью ведь
4033|1|2,5|3,13|50,73,76,79|идиот
4034|1|2,5|3,14|50,73,76,79|ах ты тварь
4035|1|2,5|3,15|50,72,76,79|больно?
4036|1|2,5|3,16|50,72,76,79|пройдет
4037|1|2,5|3,17|50,72,76,79,81|на пользу
4038|1|2,5|4|30,50,76,79|молодец
