5573|3|3,11|1|30,46,76|непонятно
5574|3|3,11|1,3|16,72|натворил
5575|3|3,11|1,5|4,14,68,81|не подавись
5576|3|3,11|1,10|80,62|отстань
5577|3|3,11|1,17|4,14,68,81|не болей
5578|3|3,11|2,3|16,72|получай
5579|3|3,11|2,5|4,14,68,81|ешь
5580|3|3,11|2,10|80,62|вот тебе
5581|3|3,11|2,17|4,14,68,81|исцелил
5582|3|3,11|3|16,72|наказываю пофиг
5583|3|3,11|3,5|4,16,68,81,16,72|а ну ешь
5584|3|3,11|3,6|6,16,72|чтобы неповадно было
5585|3|3,11|3,7|16,46,72|а ну играй
5586|3|3,11|3,8|16,50,72|а ну учи
5587|3|3,11|3,9|16,72|пошел
5588|3|3,11|3,10|62,72,80|прибью
5589|3|3,11|3,12|11,16,72|прибью ведь
5590|3|3,11|3,13|16,72,73|идиот
5591|3|3,11|3,14|16,72,73|ах ты тварь
5592|3|3,11|3,15|16,72,80|больно?
5593|3|3,11|3,16|16,69,72|пройдет
5594|3|3,11|3,17|68,72,81|на пользу
5595|3|3,11|4,5|4,14,68,81|заслужил
5596|3|3,11|4,10|80,62|доигрался
5597|3|3,11|4,17|4,14,68,81|будь здоров
5598|3|3,11|5|4,14,68,81|кушай
5599|3|3,11|5,6|4,6,14,68,81|ешь спокойно
5600|3|3,11|5,7|4,14,46,68,81|потом поиграем
5601|3|3,11|5,8|4,14,50,68,81|потом поучимся
5602|3|3,11|5,9|4,14,68,81|да подавись
5603|3|3,11|5,11|4,11,14,68,81|самое вкусное
5604|3|3,11|5,13|4,14,68,81|жри
5605|3|3,11|5,14|4,14,68,81|наелся
5606|3|3,11|5,16|4,14,68,81|ладно, ешь
5607|3|3,11|5,17|4,14,68,81|поправляйся
5608|3|3,11|6,17|4,6,14,68,81|будешь жить
5609|3|3,11|7,10|80,62|подеремся
5610|3|3,11|7,17|4,14,46,68,81|можешь играть
5611|3|3,11|8,17|4,14,50,68,81|лечись
5612|3|3,11|9,10|80,62|плевать
5613|3|3,11|9,17|4,14,68,81|живи
5614|3|3,11|10|80,62|поделом
5615|3|3,11|10,12|80,62|изверг
5616|3|3,11|10,13|11,62,80|получил
5617|3|3,11|10,14|62,73,80|так тебе и надо
5618|3|3,11|10,15|80,62|нечаянно
5619|3|3,11|10,16|16,62,80|прикалываюсь
5620|3|3,11|10,17|4,62,68,80,81|потерпи
5621|3|3,11|11,17|4,14,68,81|хорошо выглядишь
5622|3|3,11|12,17|4,11,14,68,81|пронесло
5623|3|3,11|13,17|4,14,68,81|как новенький
5624|3|3,11|14,17|4,14,68,81|оживил
5625|3|3,11|15,17|4,14,68,80,81|ух пронесло
5626|3|3,11|16,17|4,14,68,81|на здоровье
5627|3|3,11|17|4,14,68,81|вылечил
5628|3|3,11|1,4|14,30,46|невероятно
5629|3|3,11|1,6|6,30,46|не психуй
5630|3|3,11|1,7|30,46|развлечемся
5631|3|3,11|1,8|30,46,50,76|разберемся
5632|3|3,11|1,9|30,46|ну его
5633|3|3,11|1,11|14,30,46|круто
5634|3|3,11|1,12|11,30,46|замучил
5635|3|3,11|1,13|13,46|офигеть
5636|3|3,11|1,14|14,30,46|ух ты
5637|3|3,11|1,15|30,46,80|ой
5638|3|3,11|1,16|30,46,69|погоди
5639|3|3,11|2|30,46|понятно
5640|3|3,11|2,4|14,30,46|правильно
5641|3|3,11|2,6|6,30,46|ничего
5642|3|3,11|2,7|30,46|сыграем
5643|3|3,11|2,8|30,46,50,76|освой
5644|3|3,11|2,9|30,46|неважно
5645|3|3,11|2,11|14,30,46|хороший
5646|3|3,11|2,12|11,30,46|так и знал
5647|3|3,11|2,13|13,46|классно
5648|3|3,11|2,14|14,30,46|чудесно
5649|3|3,11|2,15|30,46,80|страшно
5650|3|3,11|2,16|30,46,69|да ладно
5651|3|3,11|4|14,30,46|молодец
5652|3|3,11|4,9|14,30,46|ну и хорошо
5653|3|3,11|4,12|11,14,30,46|ну прости
5654|3|3,11|4,14|14,30,46|замечательно
5655|3|3,11|4,15|14,30,46,80|ты даешь
5656|3|3,11|6|6,30,46|успокойся
5657|3|3,11|6,7|6,30,46|отвлечемся
5658|3|3,11|6,8|6,30,46,50,76|поучимся
5659|3|3,11|6,9|6,30,46|тихо
5660|3|3,11|6,11|6,14,30,46|все хорошо
5661|3|3,11|6,13|6,13,46|не паникуй
5662|3|3,11|6,14|6,14,30,46|все чудесно
5663|3|3,11|6,16|6,30,46,69|расслабься
5664|3|3,11|7|30,46|поиграем
5665|3|3,11|7,8|30,46,50,76|попробуй повторить
5666|3|3,11|7,11|14,30,46|непобедимый
5667|3|3,11|7,12|11,30,46|это слишком
5668|3|3,11|7,13|13,46|побесимся
5669|3|3,11|7,14|14,30,46|давай играть
5670|3|3,11|7,15|30,46,80|осторожнее
5671|3|3,11|7,16|30,46,69|лучше поиграем
5672|3|3,11|8|30,46,50,76|учи
5673|3|3,11|8,11|14,30,46,50,76|гениально
5674|3|3,11|8,12|11,30,46,50,76|бестолочь
5675|3|3,11|8,13|13,46,50,76|все узнаешь
5676|3|3,11|8,14|14,30,46,50,76|научу
5677|3|3,11|8,15|30,46,50,76,80|опасно
5678|3|3,11|8,16|30,46,50,69,76|лучше поучимся
