1|15|7,|0|0|
2|15|8,|0|0|
3|15|9,|0|0|
4|15|175,|0|0|
5|15|90,|0|0|
6|18|101,|0|0|
7|18|15,|0|0|
8|15|16,|0|0|
9|16|176,|0|0|
10|12|177,|0|0|
11|9|178,|0|0|
12|16|179,|0|0|
13|21|14,|0|0|
14|16|180,|0|0|
15|17|181,|0|0|
16|15|182,|0|0|
17|17|5,|0|0|
18|17|107,|0|0|
19|17|73,|0|0|
20|6|183,|0|0|
21|15|27,|0|0|
22|19|184,|0|0|
23|16|185,|0|0|
24|3|168,|0|0|
25|23|186,|0|0|
26|20|674,|0|0|
27|12|187,|0|0|
28|25|188,|0|0|
29|19|1,|0|0|
30|5|189,|0|0|
31|10|190,|0|0|
32|15|191,|0|0|
33|1|194,|0|0|
34|25|53,|0|0|
35|1|195,|0|0|
36|1|196,|0|0|
37|17|56,|0|0|
38|17|58,|0|0|
39|17|59,|0|0|
40|10|197,|0|0|
41|1|200,|0|0|
42|2|201,|0|0|
43|17|65,|0|0|
44|15|203,|0|0|
45|14|204,|0|0|
46|9|70,|0|0|
47|15|676,|0|0|
48|5|206,|0|0|
49|15|207,|0|0|
50|9|208,|0|0|
51|20|209,|0|0|
52|2|154,|0|0|
53|12|77,|0|0|
54|6|210,|0|0|
55|17|212,|0|0|
56|17|213,|0|0|
57|5|214,|0|0|
58|19|216,|0|0|
59|8|79,|0|0|
60|15|217,|0|0|
61|13|137,|0|0|
62|17|81,|0|0|
63|21|82,|0|0|
64|16|218,|0|0|
65|17|219,|0|0|
66|20|87,|0|0|
67|3|89,|0|0|
68|15|220,|0|0|
69|3|221,|0|0|
70|18|222,|0|0|
71|2|48,|0|0|
72|17|223,|0|0|
73|17|677,|0|0|
74|17|99,|0|0|
75|15|225,|0|0|
76|17|100,|0|0|
77|5|679,|0|0|
78|13|228,|0|0|
79|14|681,|0|0|
80|17|230,|0|0|
81|10|231,|0|0|
82|17|232,|0|0|
83|20|683,|0|0|
84|15|112,|0|0|
85|17|113,|0|0|
86|17|234,|0|0|
87|20|235,|0|0|
88|25|237,|0|0|
89|15|238,|0|0|
90|20|684,|0|0|
91|19|240,|0|0|
92|15|241,|0|0|
93|23|243,|0|0|
94|17|119,|0|0|
95|20|244,|0|0|
96|15|120,|0|0|
97|17|245,|0|0|
98|19|121,|0|0|
99|25|246,|0|0|
100|22|247,|0|0|
101|21|248,|0|0|
102|12|249,|0|0|
103|18|123,|0|0|
104|21|250,|0|0|
105|16|251,|0|0|
106|2|125,|0|0|
107|16|252,|0|0|
108|21|253,|0|0|
109|17|126,|0|0|
110|15|254,|0|0|
111|3|255,|0|0|
112|6|686,|0|0|
113|12|257,|0|0|
114|3|258,|0|0|
115|17|259,|0|0|
116|9|260,|0|0|
117|14|687,|0|0|
118|20|262,|0|0|
119|17|263,|0|0|
120|15|264,|0|0|
121|19|71,|0|0|
122|9|265,|0|0|
123|19|266,|0|0|
124|31|268,|0|0|
125|16|269,|0|0|
126|21|147,|0|0|
127|4|281,|0|0|
128|2|270,|0|0|
129|3|271,|0|0|
130|15|282,|0|0|
131|16|272,|0|0|
132|13|273,|0|0|
133|13|274,|0|0|
134|3|688,|0|0|
135|17|128,|0|0|
136|15|283,|0|0|
137|16|284,|0|0|
138|2|118,|0|0|
139|8|285,|0|0|
140|3|277,|0|0|
141|17|124,|0|0|
142|9|278,|0|0|
143|15|279,|0|0|
144|15|131,|0|0|
145|25|280,|0|0|
146|17|94,|0|0|
147|18|689,|0|0|
148|9|286,|0|0|
149|17|690,|0|0|
150|15|691,|0|0|
151|14|288,|0|0|
152|9|289,|0|0|
153|1|290,|0|0|
154|17|692,|0|0|
155|3|291,|0|0|
156|33|693,|0|0|
157|21|694,|0|0|
158|15|292,|0|0|
159|12|695,|0|0|
160|17|293,|0|0|
161|13|696,|0|0|
162|20|1474,|0|0|
163|12|697,|0|0|
164|21|698,|0|0|
165|19|136,|0|0|
166|19|295,|0|0|
167|26|296,|0|0|
168|17|127,|0|0|
169|21|699,|0|0|
170|16|700,|0|0|
171|20|701,|0|0|
172|8|702,|0|0|
173|3|703,|0|0|
174|20|704,|0|0|
175|5|317,|0|0|
176|15|50,|0|0|
177|12|705,|0|0|
178|17|706,|0|0|
179|26|707,|0|0|
180|22|708,|0|0|
181|20|323,|0|0|
182|17|709,|0|0|
183|3|711,|0|0|
184|25|327,|0|0|
185|12|713,|0|0|
186|15|714,|0|0|
187|17|715,|0|0|
188|14|717,|0|0|
189|3|335,|0|0|
190|16|336,|0|0|
191|15|49,|0|0|
192|16|719,|0|0|
193|20|721,|0|0|
194|3|340,|0|0|
195|12|722,|0|0|
196|15|723,|0|0|
197|21|724,|0|0|
198|3|725,|0|0|
199|20|344,|0|0|
200|19|726,|0|0|
201|18|727,|0|0|
202|19|728,|0|0|
203|5|730,|0|0|
204|16|731,|0|0|
205|12|352,|0|0|
206|9|732,|0|0|
207|3|733,|0|0|
208|16|734,|0|0|
209|3|736,|0|0|
210|17|737,|0|0|
211|15|1098,|0|0|
212|14|739,|0|0|
213|17|740,|0|0|
214|17|741,|0|0|
215|20|362,|0|0|
216|16|743,|0|0|
217|3|744,|0|0|
218|15|746,|0|0|
219|15|747,|0|0|
220|5|370,|0|0|
221|5|372,|0|0|
222|12|748,|0|0|
223|9|749,|0|0|
224|16|750,|0|0|
225|17|375,|0|0|
226|5|376,|0|0|
227|20|751,|0|0|
228|3|752,|0|0|
229|8|753,|0|0|
230|15|754,|0|0|
231|1|1105,|0|0|
232|1|1106,|0|0|
233|10|757,|0|0|
234|17|758,|0|0|
235|17|1108,|0|0|
236|3|387,|0|0|
237|8|761,|0|0|
238|15|762,|0|0|
239|15|763,|0|0|
240|3|765,|0|0|
241|3|766,|0|0|
242|15|767,|0|0|
243|15|768,|0|0|
244|13|769,|0|0|
245|4|1475,|0|0|
246|15|1476,|0|0|
247|15|771,|0|0|
248|21|772,|0|0|
249|16|773,|0|0|
250|16|1477,|0|0|
251|19|775,|0|0|
252|15|776,|0|0|
253|3|1119,|0|0|
254|19|779,|0|0|
255|23|1121,|0|0|
256|21|781,|0|0|
257|20|783,|0|0|
258|15|784,|0|0|
259|15|785,|0|0|
260|16|786,|0|0|
261|21|787,|0|0|
262|19|414,|0|0|
263|10|788,|0|0|
264|21|1128,|0|0|
265|17|790,|0|0|
266|9|791,|0|0|
267|9|792,|0|0|
268|1|793,|0|0|
269|25|423,|0|0|
270|15|794,|0|0|
271|19|1133,|0|0|
272|5|1036,|0|0|
273|5|1136,|0|0|
274|19|799,|0|0|
275|20|800,|0|0|
276|15|1138,|0|0|
277|3|803,|0|0|
278|8|1139,|0|0|
279|9|805,|0|0|
280|21|806,|0|0|
281|15|807,|0|0|
282|15|808,|0|0|
283|10|809,|0|0|
284|21|810,|0|0|
285|15|438,|0|0|
286|25|811,|0|0|
287|10|415,|0|0|
288|21|812,|0|0|
289|20|813,|0|0|
290|17|814,|0|0|
291|5|815,|0|0|
292|17|444,|0|0|
293|2|445,|0|0|
294|21|83,|0|0|
295|3|816,|0|0|
296|16|817,|0|0|
297|17|818,|0|0|
298|19|819,|0|0|
299|20|820,|0|0|
300|21|452,|0|0|
301|2|821,|0|0|
302|15|822,|0|0|
303|21|824,|0|0|
304|15|1151,|0|0|
305|4|826,|0|0|
306|16|827,|0|0|
307|21|1153,|0|0|
308|15|829,|0|0|
309|15|830,|0|0|
310|19|831,|0|0|
311|5|1160,|0|0|
312|16|834,|0|0|
313|3|467,|0|0|
314|15|835,|0|0|
315|16|836,|0|0|
316|13|837,|0|0|
317|3|471,|0|0|
318|16|838,|0|0|
319|3|839,|0|0|
320|2|842,|0|0|
321|23|843,|0|0|
322|21|844,|0|0|
323|20|845,|0|0|
324|17|846,|0|0|
325|17|847,|0|0|
326|25|478,|0|0|
327|15|848,|0|0|
328|17|134,|0|0|
329|19|1171,|0|0|
330|3|482,|0|0|
331|15|1478,|0|0|
332|6|1172,|0|0|
333|5|1173,|0|0|
334|15|853,|0|0|
335|17|854,|0|0|
336|9|1479,|0|0|
337|21|855,|0|0|
338|21|1174,|0|0|
339|19|857,|0|0|
340|3|858,|0|0|
341|5|859,|0|0|
342|12|861,|0|0|
343|17|862,|0|0|
344|18|864,|0|0|
345|3|865,|0|0|
346|17|866,|0|0|
347|8|867,|0|0|
348|23|499,|0|0|
349|15|868,|0|0|
350|3|869,|0|0|
351|8|502,|0|0|
352|17|870,|0|0|
353|13|872,|0|0|
354|17|1480,|0|0|
355|15|874,|0|0|
356|16|1481,|0|0|
357|12|876,|0|0|
358|15|877,|0|0|
359|15|878,|0|0|
360|3|1482,|0|0|
361|17|1483,|0|0|
362|5|1182,|0|0|
363|17|516,|0|0|
364|16|517,|0|0|
365|25|880,|0|0|
366|6|1187,|0|0|
367|3|882,|0|0|
368|19|883,|0|0|
369|15|884,|0|0|
370|17|885,|0|0|
371|19|886,|0|0|
372|17|887,|0|0|
373|15|770,|0|0|
374|15|523,|0|0|
375|15|889,|0|0|
376|3|890,|0|0|
377|18|891,|0|0|
378|20|893,|0|0|
379|15|526,|0|0|
380|16|895,|0|0|
381|9|896,|0|0|
382|15|898,|0|0|
383|2|1197,|0|0|
384|9|901,|0|0|
385|15|897,|0|0|
386|15|903,|0|0|
387|12|904,|0|0|
388|16|905,|0|0|
389|3|965,|0|0|
390|15|1484,|0|0|
391|17|906,|0|0|
392|3|1485,|0|0|
393|13|1486,|0|0|
394|3|908,|0|0|
395|17|909,|0|0|
396|17|910,|0|0|
397|4|911,|0|0|
398|4|1200,|0|0|
399|5|914,|0|0|
400|3|915,|0|0|
401|15|541,|0|0|
402|12|1201,|0|0|
403|12|1202,|0|0|
404|15|544,|0|0|
405|15|919,|0|0|
406|3|1204,|0|0|
407|9|921,|0|0|
408|2|1206,|0|0|
409|2|1207,|0|0|
410|17|924,|0|0|
411|17|925,|0|0|
412|17|1208,|0|0|
413|1|928,|0|0|
414|23|242,|0|0|
415|20|929,|0|0|
416|15|1210,|0|0|
417|12|1487,|0|0|
418|3|931,|0|0|
419|19|932,|0|0|
420|16|1371,|0|0|
421|21|933,|0|0|
422|1|1488,|0|0|
423|2|934,|0|0|
424|26|558,|0|0|
425|1|559,|0|0|
426|8|560,|0|0|
427|17|935,|0|0|
428|18|936,|0|0|
429|9|937,|0|0|
430|3|1489,|0|0|
431|19|938,|0|0|
432|31|939,|0|0|
433|15|1490,|0|0|
434|16|940,|0|0|
435|6|941,|0|0|
436|10|1214,|0|0|
437|21|1215,|0|0|
438|19|944,|0|0|
439|19|945,|0|0|
440|5|946,|0|0|
441|15|947,|0|0|
442|15|948,|0|0|
443|15|949,|0|0|
444|15|22,|0|0|
445|15|950,|0|0|
446|19|412,|0|0|
447|17|577,|0|0|
448|10|1219,|0|0|
449|5|173,|0|0|
450|15|952,|0|0|
451|15|953,|0|0|
452|12|954,|0|0|
453|16|955,|0|0|
454|16|1491,|0|0|
455|17|1221,|0|0|
456|3|585,|0|0|
457|3|275,|0|0|
458|16|1222,|0|0|
459|5|587,|0|0|
460|23|588,|0|0|
461|20|960,|0|0|
462|12|961,|0|0|
463|12|593,|0|0|
464|12|594,|0|0|
465|15|596,|0|0|
466|10|962,|0|0|
467|5|600,|0|0|
468|16|963,|0|0|
469|16|964,|0|0|
470|3|966,|0|0|
471|2|1492,|0|0|
472|17|1226,|0|0|
473|20|608,|0|0|
474|5|971,|0|0|
475|15|610,|0|0|
476|3|972,|0|0|
477|15|613,|0|0|
478|12|973,|0|0|
479|1|615,|0|0|
480|31|975,|0|0|
481|26|976,|0|0|
482|20|619,|0|0|
483|5|1227,|0|0|
484|31|621,|0|0|
485|3|979,|0|0|
486|3|980,|0|0|
487|16|1493,|0|0|
488|12|625,|0|0|
489|17|981,|0|0|
490|17|132,|0|0|
491|17|132,|0|0|
492|0|0,|0|0|
493|17|132,|4|0|
494|17|132,|3|0|
495|12|1314,|0|0|
496|25|1297,|0|0|
497|15|1394,|0|0|
498|21|1348,|0|0|
