1|8|0|1|0|5|2|0|
2|9|0|2|0|5|2|0|
3|10|0|3|0|5|2|0|
4|11|0|3|0|5|2|0|
5|13|0|4|0|5|2|0|
6|14|0|5|0|5|2|0|
7|15|0|1|0|5|2|0|
8|16|0|6|0|5|2|0|
9|17|0|7|0|5|2|0|
10|18|0|8|0|5|2|0|
11|19|0|4|0|5|2|0|
12|20|0|9|0|5|2|0|
13|21|0|6|0|5|2|0|
14|22|0|10|0|5|2|0|
15|24|0|11|0|5|2|0|
16|25|0|12|0|5|2|0|
17|26|0|2|0|5|2|0|
18|27|0|13|0|5|2|0|
19|28|0|2|0|5|2|0|
20|29|0|14|0|5|2|0|
21|30|0|14|0|5|2|0|
22|31|0|15|0|5|2|0|
23|32|0|16|0|5|2|0|
24|33|0|11|0|5|2|0|
25|34|0|17|0|5|2|0|
26|35|0|18|0|5|2|0|
27|36|0|19|0|5|2|0|
28|37|0|20|0|5|2|0|
29|38|0|21|0|5|2|0|
30|39|0|13|0|5|2|0|
31|40|0|22|0|5|2|0|
32|41|0|3|0|5|2|0|
33|43|0|11|0|5|2|0|
34|44|0|23|0|5|2|0|
35|45|0|11|0|5|2|0|
36|46|0|13|0|5|2|0|
37|47|0|24|0|5|2|0|
38|48|0|24|0|5|2|0|
39|49|0|25|0|5|2|0|
40|50|0|26|0|5|2|0|
41|51|0|27|0|5|2|0|
42|52|0|13|0|5|2|0|
43|53|0|28|0|5|2|0|
44|54|0|25|0|5|2|0|
45|55|0|13|0|5|2|0|
46|56|0|25|0|5|2|0|
47|57|0|13|0|5|2|0|
48|58|0|29|0|5|2|0|
49|59|0|24|0|5|2|0|
50|60|0|14|0|5|2|0|
51|62|0|30|0|5|2|0|
52|63|0|22|0|5|2|0|
53|64|0|2|0|5|2|0|
54|65|0|22|0|5|2|0|
55|66|0|2|0|5|2|0|
56|67|0|18|0|5|2|0|
57|68|0|31|0|5|2|0|
58|69|0|32|0|5|2|0|
59|70|0|33|0|5|2|0|
60|71|0|34|0|5|2|0|
61|72|0|22|0|5|2|0|
62|73|0|18|0|5|2|0|
63|74|0|35|0|5|2|0|
64|75|0|3|0|5|2|0|
65|76|0|3|0|5|2|0|
66|77|0|36|0|5|2|0|
67|78|0|37|0|5|2|0|
68|79|0|38|0|5|2|0|
69|80|0|13|0|5|2|0|
70|81|0|21|0|5|2|0|
71|82|0|21|0|5|2|0|
72|83|0|25|0|5|2|0|
73|84|0|1|0|5|2|0|
74|85|0|39|0|5|2|0|
75|86|0|40|0|5|2|0|
76|87|0|17|0|5|2|0|
77|88|0|25|0|5|2|0|
78|89|0|13|0|5|2|0|
79|90|0|40|0|5|2|0|
80|91|0|21|0|5|2|0|
81|92|0|13|0|5|2|0|
82|93|0|40|0|5|2|0|
83|94|0|2|0|5|2|0|
84|95|0|13|0|5|2|0|
85|96|0|21|0|5|2|0|
86|97|0|14|0|5|2|0|
87|98|0|14|0|5|2|0|
88|99|0|1|0|5|2|0|
89|100|0|39|0|5|2|0|
90|101|0|40|0|5|2|0|
91|102|0|19|0|5|2|0|
92|103|0|21|0|5|2|0|
93|104|0|13|0|5|2|0|
94|105|0|20|0|5|2|0|
95|106|0|21|0|5|2|0|
96|107|0|13|0|5|2|0|
97|108|0|40|0|5|2|0|
98|109|0|2|0|5|2|0|
99|110|0|13|0|5|2|0|
100|111|0|13|0|5|2|0|
101|112|0|13|0|5|2|0|
102|113|0|41|0|5|2|0|
103|114|0|13|0|5|2|0|
104|115|0|17|0|5|2|0|
105|116|0|19|0|5|2|0|
106|117|0|13|0|5|2|0|
107|118|0|13|0|5|2|0|
108|119|0|13|0|5|2|0|
109|120|0|13|0|5|2|0|
110|121|0|13|0|5|2|0|
111|122|0|2|0|5|2|0|
112|123|0|21|0|5|2|0|
113|124|0|13|0|5|2|0|
114|125|0|13|0|5|2|0|
115|126|0|21|0|5|2|0|
116|127|0|13|0|5|2|0|
117|128|0|21|0|5|2|0|
118|129|0|25|0|5|2|0|
119|130|0|26|0|5|2|0|
120|131|0|27|0|5|2|0|
121|132|0|21|0|5|2|0|
122|133|0|21|0|5|2|0|
123|134|0|42|0|5|2|0|
124|135|0|21|0|5|2|0|
125|136|0|2|0|5|2|0|
126|137|0|2|0|5|2|0|
127|138|0|43|0|5|2|0|
128|139|0|44|0|5|2|0|
129|140|0|25|0|5|2|0|
130|141|0|45|0|5|2|0|
131|142|0|46|0|5|2|0|
132|143|0|45|0|5|2|0|
133|144|0|47|0|5|2|0|
134|145|0|45|0|5|2|0|
135|146|0|48|0|5|2|0|
136|147|0|13|0|5|2|0|
137|148|0|49|0|5|2|0|
138|149|0|13|0|5|2|0|
139|150|0|49|0|5|2|0|
140|151|0|49|0|5|2|0|
141|152|0|13|0|5|2|0|
142|153|0|49|0|5|2|0|
143|154|0|50|0|5|2|0|
144|155|0|16|0|5|2|0|
145|156|0|41|0|5|2|0|
146|157|0|16|0|5|2|0|
147|158|0|16|0|5|2|0|
148|159|0|41|0|5|2|0|
149|160|0|51|0|5|2|0|
150|161|0|27|0|5|2|0|
151|162|0|19|0|5|2|0|
152|163|0|19|0|5|2|0|
153|164|0|11|0|5|2|0|
154|165|0|11|0|5|2|0|
155|166|0|13|0|5|2|0|
156|167|0|11|0|5|2|0|
157|168|0|21|0|5|2|0|
158|169|0|17|0|5|2|0|
159|170|0|17|0|5|2|0|
160|171|0|17|0|5|2|0|
161|172|0|17|0|5|2|0|
162|173|0|19|0|5|2|0|
163|174|0|19|0|5|2|0|
164|175|0|13|0|5|2|0|
165|176|0|21|0|5|2|0|
166|177|0|42|0|5|2|0|
167|178|0|13|0|5|2|0|
168|179|0|13|0|5|2|0|
169|180|0|42|0|5|2|0|
170|181|0|52|0|5|2|0|
171|182|0|53|0|5|2|0|
172|183|0|13|0|5|2|0|
173|184|0|42|0|5|2|0|
174|185|0|54|0|5|2|0|
175|186|0|20|0|5|2|0|
176|187|0|19|0|5|2|0|
177|188|0|11|0|5|2|0|
178|189|0|11|0|5|2|0|
179|190|0|11|0|5|2|0|
180|191|0|26|0|5|2|0|
181|192|0|27|0|5|2|0|
182|193|0|40|0|5|2|0|
183|194|0|17|0|5|2|0|
184|195|0|25|0|5|2|0|
185|196|0|19|0|5|2|0|
186|197|0|25|0|5|2|0|
187|198|0|25|0|5|2|0|
188|199|0|13|0|5|2|0|
189|200|0|11|0|5|2|0|
190|201|0|25|0|5|2|0|
191|202|0|17|0|5|2|0|
192|203|0|25|0|5|2|0|
193|204|0|25|0|5|2|0|
194|205|0|25|0|5|2|0|
195|206|0|26|0|5|2|0|
196|207|0|27|0|5|2|0|
197|208|0|40|0|5|2|0|
198|209|0|17|0|5|2|0|
199|210|0|25|0|5|2|0|
200|211|0|19|0|5|2|0|
201|212|0|25|0|5|2|0|
202|213|0|11|0|5|2|0|
203|214|0|13|0|5|2|0|
204|215|0|11|0|5|2|0|
205|216|0|25|0|5|2|0|
206|217|0|17|0|5|2|0|
207|218|0|55|0|5|2|0|
208|219|0|56|0|5|2|0|
209|220|0|57|0|5|2|0|
210|221|0|40|0|5|2|0|
211|222|0|17|0|5|2|0|
212|223|0|19|0|5|2|0|
213|224|0|17|0|5|2|0|
214|225|0|11|0|5|2|0|
215|226|0|13|0|5|2|0|
216|227|0|11|0|5|2|0|
217|228|0|25|0|5|2|0|
218|229|0|25|0|5|2|0|
219|230|0|24|0|5|2|0|
220|231|0|17|0|5|2|0|
221|232|0|19|0|5|2|0|
222|233|0|25|0|5|2|0|
223|234|0|13|0|5|2|0|
224|235|0|25|0|5|2|0|
225|236|0|25|0|5|2|0|
226|237|0|24|0|5|2|0|
227|238|0|27|0|5|2|0|
228|239|0|40|0|5|2|0|
229|240|0|25|0|5|2|0|
230|241|0|25|0|5|2|0|
231|242|0|25|0|5|2|0|
232|243|0|11|0|5|2|0|
233|244|0|25|0|5|2|0|
234|245|0|58|0|5|2|0|
235|246|0|44|0|5|2|0|
236|247|0|40|0|5|2|0|
