1|7,||0|0|0
2|14,||0|0|0
3|13,14,||0|0|0
4|17,||0|0|0
5|2,17,||0|0|0
6|6,17,||0|0|0
7|16,17,||0|0|0
8|9,17,||0|0|0
9|1,17,||0|0|0
10|14,17,||0|0|0
11|1,||0|0|0
12|1,8,||0|0|0
13|1,15,||0|0|0
14|6,||0|0|0
15|4,7,||0|0|0
16|4,50,||0|0|0
17|1,12,15,||0|0|0
18|11,14,||0|0|0
19|1,12,||0|0|0
20|1,13,||0|0|0
21|1,14,||0|0|0
22|1,16,||0|0|0
23|21,||0|0|0
24|1,9,||0|0|0
25|1,6,||0|0|0
26|1,7,||0|0|0
27|1,50,||0|0|0
28|12,15,||0|0|0
29|1,21,||0|0|0
30|11,16,||0|0|0
31|6,16,||0|0|0
32|7,14,||0|0|0
33|8,50,||0|0|0
34|16,||0|0|0
35|11,||0|0|0
36|1,11,||0|0|0
37|11,14,16,||0|0|0
38|11,13,14,||0|0|0
39|50,||0|0|0
40|9,||0|0|0
41|1,15,50,||0|0|0
42|1,13,14,||0|0|0
43|1,4,6,7,||0|0|0
44|1,6,50,||0|0|0
45|1,6,14,||0|0|0
46|1,6,13,14,||0|0|0
47|1,6,16,||0|0|0
48|4,7,50,||0|0|0
49|4,7,14,||0|0|0
50|1,7,14,||0|0|0
51|1,4,50,||0|0|0
52|1,12,21,||0|0|0
53|1,12,16,||0|0|0
54|1,13,15,||0|0|0
55|1,6,12,||0|0|0
56|1,9,12,||0|0|0
57|1,12,50,||0|0|0
58|1,6,7,||0|0|0
59|1,7,50,||0|0|0
60|15,16,||0|0|0
61|6,14,||0|0|0
62|12,16,||0|0|0
63|11,12,||0|0|0
64|15,||0|0|0
65|6,13,14,||0|0|0
66|9,14,||0|0|0
67|14,16,||0|0|0
68|1,16,50,||0|0|0
69|9,16,||0|0|0
70|1,14,16,||0|0|0
71|4,6,7,||0|0|0
72|4,6,50,||0|0|0
73|6,11,||0|0|0
74|6,13,||0|0|0
75|1,7,12,16,||0|0|0
76|4,7,11,14,||0|0|0
77|4,7,13,||0|0|0
78|7,14,16,||0|0|0
79|7,11,13,14,||0|0|0
80|1,11,50,||0|0|0
81|4,13,50,||0|0|0
82|4,14,50,||0|0|0
83|14,16,50,||0|0|0
84|11,13,50,||0|0|0
85|13,||0|0|0
86|1,15,16,||0|0|0
87|1,11,14,||0|0|0
88|11,13,||0|0|0
89|1,11,15,||0|0|0
90|11,15,||0|0|0
91|13,16,||0|0|0
92|11,13,16,||0|0|0
93|14,15,||0|0|0
94|12,17,||0|0|0
95|4,17,||0|0|0
96|7,17,||0|0|0
97|17,62,||0|0|0
98|15,17,||0|0|0
99|17,50,||0|0|0
100|13,17,||0|0|0
101|1,15,17,||0|0|0
102|6,15,17,||0|0|0
103|9,15,17,||0|0|0
104|15,17,50,||0|0|0
105|9,15,||0|0|0
106|1,12,15,17,||0|0|0
107|4,6,14,||0|0|0
108|6,7,17,||0|0|0
109|6,50,||0|0|0
110|6,9,||0|0|0
111|6,17,50,||0|0|0
112|6,9,17,||0|0|0
113|6,14,17,||0|0|0
114|6,13,17,||0|0|0
115|6,16,17,||0|0|0
116|7,17,50,||0|0|0
117|7,14,17,||0|0|0
118|7,9,13,17,||0|0|0
119|7,9,14,17,||0|0|0
120|7,9,16,17,||0|0|0
121|14,17,50,||0|0|0
122|13,17,50,||0|0|0
123|12,15,17,||0|0|0
124|14,15,17,||0|0|0
125|8,15,||0|0|0
126|8,14,||0|0|0
127|6,8,||0|0|0
128|8,12,15,||0|0|0
129|12,||0|0|0
130|8,13,||0|0|0
131|9,50,||0|0|0
132|4,14,||0|0|0
133|4,13,||0|0|0
134|4,16,||0|0|0
135|4,13,14,||0|0|0
136|4,7,13,14,||0|0|0
137|4,7,16,||0|0|0
138|13,50,||0|0|0
139|12,50,||0|0|0
140|14,50,||0|0|0
141|16,50,||0|0|0
142|79,||0|0|0
143|1,79,||0|0|0
144|1,6,13,||0|0|0
145|9,56,||0|0|0
146|50,56,||0|0|0
147|12,79,||0|0|0
148|12,56,||0|0|0
149|13,56,||0|0|0
150|2,56,||0|0|0
151|1,56,||0|0|0
152|12,21,||0|0|0
153|1,13,56,||0|0|0
154|1,14,56,||0|0|0
155|1,12,56,||0|0|0
156|4,6,13,||0|0|0
157|6,7,13,||0|0|0
158|4,6,7,50,||0|0|0
159|4,6,7,14,||0|0|0
160|4,6,7,13,||0|0|0
161|6,7,16,||0|0|0
162|6,7,13,14,||0|0|0
163|6,16,50,||0|0|0
164|6,13,50,||0|0|0
