1|0|1|0|0|0|0|0
3330|1|1|4|0|0|0|0
3331|3330|1|4|2|0|0|0
7296|3331|1|4|2|90|0|0
7297|7296|1|4|2|90|18|0
7298|7297|1|4|2|90|18|147
7309|7297|1|4|2|90|18|7
7386|7297|1|4|2|90|18|70
7433|7297|1|4|2|90|18|103
7299|7296|1|4|2|90|3|0
7300|7299|1|4|2|90|3|140
7321|7299|1|4|2|90|3|155
7334|7299|1|4|2|90|3|24
7383|7299|1|4|2|90|3|67
7385|7299|1|4|2|90|3|69
7403|7299|1|4|2|90|3|129
7442|7299|1|4|2|90|3|111
7443|7299|1|4|2|90|3|134
7301|7296|1|4|2|90|9|0
7302|7301|1|4|2|90|9|148
7314|7301|1|4|2|90|9|11
7315|7301|1|4|2|90|9|152
7361|7301|1|4|2|90|9|46
7365|7301|1|4|2|90|9|50
7303|7296|1|4|2|90|15|0
7304|7303|1|4|2|90|15|4
7310|7303|1|4|2|90|15|150
7329|7303|1|4|2|90|15|21
7333|7303|1|4|2|90|15|120
7335|7303|1|4|2|90|15|158
7359|7303|1|4|2|90|15|44
7362|7303|1|4|2|90|15|47
7364|7303|1|4|2|90|15|49
7376|7303|1|4|2|90|15|60
7384|7303|1|4|2|90|15|68
7391|7303|1|4|2|90|15|75
7404|7303|1|4|2|90|15|130
7412|7303|1|4|2|90|15|84
7417|7303|1|4|2|90|15|89
7420|7303|1|4|2|90|15|92
7425|7303|1|4|2|90|15|96
7441|7303|1|4|2|90|15|110
7445|7303|1|4|2|90|15|136
7447|7303|1|4|2|90|15|143
7448|7303|1|4|2|90|15|144
7305|7296|1|4|2|90|17|0
7306|7305|1|4|2|90|17|149
7320|7305|1|4|2|90|17|154
7324|7305|1|4|2|90|17|18
7351|7305|1|4|2|90|17|37
7352|7305|1|4|2|90|17|38
7353|7305|1|4|2|90|17|39
7358|7305|1|4|2|90|17|43
7360|7305|1|4|2|90|17|160
7370|7305|1|4|2|90|17|55
7371|7305|1|4|2|90|17|56
7378|7305|1|4|2|90|17|62
7381|7305|1|4|2|90|17|65
7388|7305|1|4|2|90|17|115
7389|7305|1|4|2|90|17|73
7390|7305|1|4|2|90|17|74
7394|7305|1|4|2|90|17|76
7410|7305|1|4|2|90|17|82
7413|7305|1|4|2|90|17|85
7414|7305|1|4|2|90|17|86
7423|7305|1|4|2|90|17|94
7426|7305|1|4|2|90|17|97
7434|7305|1|4|2|90|17|141
7440|7305|1|4|2|90|17|109
7444|7305|1|4|2|90|17|135
7307|7296|1|4|2|90|16|0
7308|7307|1|4|2|90|16|64
7311|7307|1|4|2|90|16|9
7396|7307|1|4|2|90|16|125
7405|7307|1|4|2|90|16|131
7436|7307|1|4|2|90|16|105
7438|7307|1|4|2|90|16|107
7446|7307|1|4|2|90|16|137
7312|7296|1|4|2|90|14|0
7313|7312|1|4|2|90|14|151
7398|7312|1|4|2|90|14|79
7316|7296|1|4|2|90|21|0
7317|7316|1|4|2|90|21|13
7332|7316|1|4|2|90|21|157
7379|7316|1|4|2|90|21|63
7399|7316|1|4|2|90|21|126
7431|7316|1|4|2|90|21|101
7435|7316|1|4|2|90|21|104
7437|7316|1|4|2|90|21|164
7439|7316|1|4|2|90|21|108
7318|7296|1|4|2|90|1|0
7319|7318|1|4|2|90|1|153
7347|7318|1|4|2|90|1|33
7349|7318|1|4|2|90|1|35
7350|7318|1|4|2|90|1|36
7355|7318|1|4|2|90|1|41
7322|7296|1|4|2|90|33|0
7323|7322|1|4|2|90|33|156
7325|7296|1|4|2|90|20|0
7326|7325|1|4|2|90|20|118
7336|7325|1|4|2|90|20|26
7366|7325|1|4|2|90|20|51
7380|7325|1|4|2|90|20|162
7382|7325|1|4|2|90|20|66
7411|7325|1|4|2|90|20|83
7415|7325|1|4|2|90|20|87
7418|7325|1|4|2|90|20|90
7424|7325|1|4|2|90|20|95
7327|7296|1|4|2|90|6|0
7328|7327|1|4|2|90|6|20
7369|7327|1|4|2|90|6|54
7330|7296|1|4|2|90|19|0
7331|7330|1|4|2|90|19|22
7341|7330|1|4|2|90|19|29
7373|7330|1|4|2|90|19|58
7419|7330|1|4|2|90|19|91
7427|7330|1|4|2|90|19|98
7337|7296|1|4|2|90|12|0
7338|7337|1|4|2|90|12|27
7346|7337|1|4|2|90|12|159
7368|7337|1|4|2|90|12|53
7408|7337|1|4|2|90|12|163
7432|7337|1|4|2|90|12|102
7339|7296|1|4|2|90|25|0
7340|7339|1|4|2|90|25|28
7348|7339|1|4|2|90|25|34
7416|7339|1|4|2|90|25|88
7428|7339|1|4|2|90|25|99
7342|7296|1|4|2|90|5|0
7343|7342|1|4|2|90|5|30
7363|7342|1|4|2|90|5|48
7372|7342|1|4|2|90|5|57
7395|7342|1|4|2|90|5|77
7344|7296|1|4|2|90|10|0
7345|7344|1|4|2|90|10|31
7354|7344|1|4|2|90|10|40
7409|7344|1|4|2|90|10|81
7356|7296|1|4|2|90|2|0
7357|7356|1|4|2|90|2|42
7367|7356|1|4|2|90|2|52
7387|7356|1|4|2|90|2|71
7402|7356|1|4|2|90|2|128
7449|7356|1|4|2|90|2|138
7374|7296|1|4|2|90|13|0
7375|7374|1|4|2|90|13|161
7377|7374|1|4|2|90|13|61
7397|7374|1|4|2|90|13|78
7406|7374|1|4|2|90|13|132
7407|7374|1|4|2|90|13|133
7392|7296|1|4|2|90|31|0
7393|7392|1|4|2|90|31|124
7400|7296|1|4|2|90|4|0
7401|7400|1|4|2|90|4|127
7421|7296|1|4|2|90|23|0
7422|7421|1|4|2|90|23|93
7429|7296|1|4|2|90|22|0
7430|7429|1|4|2|90|22|100
7450|7296|1|4|2|90|8|0
7451|7450|1|4|2|90|8|139
3332|3330|1|4|12|0|0|0
3333|3330|1|4|20|0|0|0
3334|3330|1|4|21|0|0|0
3335|3330|1|4|22|0|0|0
3336|3330|1|4|23|0|0|0
3337|3330|1|4|24|0|0|0
3338|3330|1|4|25|0|0|0
3339|3330|1|4|26|0|0|0
3340|3330|1|4|27|0|0|0
3341|3330|1|4|28|0|0|0
3342|3330|1|4|29|0|0|0
3343|3330|1|4|30|0|0|0
3344|3330|1|4|31|0|0|0
3345|3330|1|4|32|0|0|0
3346|3330|1|4|33|0|0|0
3347|3330|1|4|34|0|0|0
3348|3330|1|4|3|0|0|0
3349|3330|1|4|35|0|0|0
3350|3330|1|4|36|0|0|0
3351|3330|1|4|37|0|0|0
3352|3330|1|4|38|0|0|0
3353|3330|1|4|39|0|0|0
3354|3330|1|4|40|0|0|0
3355|3330|1|4|41|0|0|0
3356|3330|1|4|42|0|0|0
3357|3330|1|4|43|0|0|0
3358|3330|1|4|44|0|0|0
3359|3330|1|4|45|0|0|0
3360|3330|1|4|46|0|0|0
3361|3330|1|4|47|0|0|0
3362|3330|1|4|48|0|0|0
3363|3330|1|4|49|0|0|0
3364|3330|1|4|13|0|0|0
3365|3330|1|4|50|0|0|0
3366|3330|1|4|51|0|0|0
3367|3330|1|4|52|0|0|0
3368|3330|1|4|53|0|0|0
3369|3330|1|4|54|0|0|0
3370|3330|1|4|55|0|0|0
3371|3330|1|4|56|0|0|0
3372|3330|1|4|57|0|0|0
3373|3330|1|4|58|0|0|0
3374|3330|1|4|59|0|0|0
3375|3330|1|4|60|0|0|0
3376|3330|1|4|61|0|0|0
3377|3330|1|4|14|0|0|0
3378|3330|1|4|62|0|0|0
3379|3330|1|4|63|0|0|0
3380|3330|1|4|64|0|0|0
3381|3330|1|4|65|0|0|0
3382|3330|1|4|66|0|0|0
3383|3330|1|4|67|0|0|0
3384|3330|1|4|68|0|0|0
3385|3330|1|4|15|0|0|0
3386|3330|1|4|69|0|0|0
3387|3330|1|4|70|0|0|0
3388|3330|1|4|71|0|0|0
3389|3330|1|4|72|0|0|0
3390|3330|1|4|73|0|0|0
3391|3330|1|4|74|0|0|0
3392|3330|1|4|75|0|0|0
3393|3330|1|4|76|0|0|0
3394|3330|1|4|77|0|0|0
3395|3330|1|4|16|0|0|0
3396|3330|1|4|78|0|0|0
3397|3330|1|4|79|0|0|0
3398|3330|1|4|80|0|0|0
3399|3330|1|4|81|0|0|0
3400|3330|1|4|82|0|0|0
3401|3330|1|4|83|0|0|0
3402|3330|1|4|84|0|0|0
3403|3330|1|4|85|0|0|0
3404|3330|1|4|4|0|0|0
3405|3330|1|4|86|0|0|0
3406|3330|1|4|87|0|0|0
3407|3330|1|4|88|0|0|0
3408|3330|1|4|89|0|0|0
