821|74|#|1442
76|0|#|333
77|0|#|337
341|77|#|257
722|77|#|1160
973|77|#|1184
79|0|#|148
432|79|#|327
560|79|#|728
804|79|#|1042
1139|79|#|1044
81|0|#|359
82|0|#|367
855|82|#|1184
83|0|#|372
84|0|#|376
228|84|#|405
273|84|#|737
87|0|#|386
88|0|#|150
89|88|#|391
221|88|#|235
271|88|#|932
275|88|#|327
277|88|#|944
471|88|#|211
585|88|#|114
688|88|#|1061
725|88|#|1169
816|88|#|1415
869|88|#|1543
1044|88|#|1939
1045|1044|#|391
1063|88|#|1988
1112|88|#|4
1113|1112|#|2067
1400|88|#|100
1401|1400|#|582
91|0|#|397
92|91|#|150
93|92|#|398
189|91|#|145
214|91|#|654
369|91|#|108
370|369|#|163
1094|369|#|1014
371|91|#|659
372|371|#|152
376|91|#|211
464|91|#|887
465|464|#|150
587|91|#|898
599|91|#|280
600|599|#|152
832|91|#|1180
833|832|#|150
1159|91|#|1181
1160|1159|#|150
94|0|#|319
444|94|#|623
96|0|#|406
135|96|#|173
138|96|#|214
139|138|#|215
140|139|#|172
150|138|#|468
142|96|#|327
145|96|#|347
148|96|#|449
474|96|#|20
475|474|#|641
525|96|#|161
97|0|#|410
98|97|#|179
146|97|#|563
224|97|#|320
626|97|#|761
677|97|#|1041
981|97|#|1771
99|0|#|417
355|99|#|327
100|0|#|424
101|0|#|432
102|0|#|436
103|102|#|441
105|102|#|454
106|102|#|460
107|0|#|464
108|0|#|465
112|0|#|474
113|0|#|483
114|0|#|490
115|0|#|495
116|0|#|152
117|116|#|229
209|116|#|722
235|116|#|683
344|116|#|489
362|116|#|583
429|116|#|529
608|116|#|221
619|116|#|929
684|116|#|1050
701|116|#|1103
800|116|#|1363
929|116|#|1653
1003|116|#|1814
1038|116|#|1914
1228|116|#|1815
1302|116|#|699
1308|116|#|2278
1309|116|#|2277
1332|116|#|436
1341|116|#|2304
1342|1341|#|2306
1390|116|#|2355
1462|116|#|609
1463|1462|#|2451
1464|1463|#|2453
1465|1464|#|2459
1466|1465|#|2460
1467|1466|#|11
1468|1467|#|2466
1469|1468|#|1307
1470|1469|#|4
1471|1470|#|2471
1472|1471|#|2474
1473|1472|#|2481
118|0|#|499
119|0|#|503
121|0|#|512
122|0|#|519
123|0|#|524
124|0|#|529
125|0|#|533
126|0|#|536
127|0|#|211
128|0|#|541
129|0|#|546
132|0|#|556
1402|132|#|585
1403|1402|#|2280
1476|132|#|2490
133|0|#|145
837|133|#|1089
1368|133|#|1299
1372|133|#|349
134|0|#|563
308|134|#|436
584|134|#|491
136|0|#|566
147|0|#|568
440|147|#|257
490|147|#|327
789|147|#|1346
810|147|#|1184
812|147|#|1160
856|147|#|1042
943|147|#|1700
1128|147|#|1349
1174|147|#|1044
1215|147|#|1702
151|0|#|571
152|0|#|573
153|0|#|575
155|0|#|582
156|155|#|214
158|156|#|468
233|156|#|467
682|156|#|11
683|682|#|467
163|155|#|586
409|155|#|467
410|409|#|214
589|155|#|34
591|589|#|586
959|589|#|11
960|959|#|586
673|155|#|11
674|673|#|586
751|673|#|1248
782|673|#|467
783|782|#|214
813|155|#|1397
1192|155|#|100
1193|1192|#|499
159|0|#|584
160|0|#|585
161|160|#|173
249|160|#|843
352|160|#|186
593|160|#|235
594|160|#|99
625|160|#|172
705|160|#|1121
712|160|#|1147
713|712|#|731
1201|712|#|405
1202|712|#|737
875|160|#|1184
876|875|#|391
916|160|#|1144
917|916|#|405
918|916|#|737
1088|160|#|2037
1245|160|#|239
1246|160|#|152
1314|160|#|2280
165|0|#|587
166|0|#|588
167|0|#|599
168|167|#|214
169|168|#|215
170|169|#|172
171|167|#|347
172|167|#|449
334|167|#|582
335|334|#|194
340|167|#|489
387|167|#|694
392|167|#|145
393|167|#|710
473|167|#|821
540|167|#|391
611|167|#|719
405|167|#|529
406|405|#|170
467|167|#|186
481|167|#|172
482|481|#|397
764|167|#|11
765|764|#|145
766|764|#|710
839|764|#|821
915|764|#|391
972|764|#|719
777|167|#|1182
778|777|#|170
865|167|#|1532
965|167|#|1184
966|965|#|694
1118|167|#|1183
1119|1118|#|170
1317|167|#|1354
173|0|#|647
174|0|#|649
176|0|#|659
256|176|#|436
731|176|#|1184
177|0|#|186
954|177|#|1184
178|0|#|664
353|178|#|914
529|178|#|257
732|178|#|1188
896|178|#|1160
179|0|#|670
180|0|#|572
1101|180|#|150
181|0|#|674
375|181|#|491
183|0|#|349
210|183|#|728
484|183|#|327
851|183|#|1042
881|183|#|1346
941|183|#|1702
1172|183|#|1044
1187|183|#|1349
184|0|#|203
185|0|#|681
958|185|#|1700
1222|185|#|1702
186|0|#|683
588|186|#|152
187|0|#|228
961|187|#|1184
188|0|#|235
190|0|#|689
597|190|#|150
598|597|#|257
962|597|#|1222
192|0|#|2
193|192|#|108
194|193|#|349
195|193|#|690
380|195|#|327
755|195|#|1042
1105|195|#|1044
196|193|#|568
381|196|#|327
756|196|#|1042
1106|196|#|1044
559|193|#|148
615|193|#|386
1068|192|#|1152
1069|1068|#|107
1089|192|#|2040
1328|192|#|170
1329|1328|#|152
1330|1329|#|436
197|0|#|694
198|0|#|695
199|198|#|152
200|199|#|699
420|199|#|406
793|199|#|1354
928|199|#|1651
201|0|#|703
202|0|#|127
203|202|#|304
254|202|#|862
204|0|#|489
206|0|#|710
609|206|#|257
971|206|#|1222
208|0|#|719
211|0|#|731
212|211|#|405
213|211|#|737
215|0|#|741
216|215|#|743
217|0|#|747
218|0|#|755
219|0|#|737
222|0|#|769
223|0|#|405
225|0|#|776
226|0|#|654
227|226|#|441
230|0|#|779
516|230|#|214
231|0|#|784
232|0|#|786
234|0|#|790
339|234|#|114
236|0|#|798
237|236|#|391
239|0|#|806
240|239|#|391
242|0|#|391
243|242|#|813
499|242|#|150
244|0|#|816
245|0|#|821
246|0|#|518
247|0|#|827
248|0|#|835
250|0|#|850
251|0|#|855
401|251|#|257
773|251|#|1222
252|0|#|860
255|0|#|867
365|255|#|257
492|255|#|150
493|492|#|257
858|492|#|1222
744|255|#|1222
257|0|#|873
258|0|#|883
259|0|#|887
260|0|#|383
261|0|#|722
262|0|#|892
263|0|#|894
264|0|#|898
265|0|#|904
266|0|#|914
480|266|#|664
267|0|#|172
268|267|#|806
564|267|#|914
621|267|#|937
939|267|#|1692
974|267|#|1089
975|974|#|806
1095|267|#|391
269|0|#|922
270|0|#|929
272|0|#|937
274|0|#|940
276|0|#|264
278|0|#|949
280|0|#|951
281|0|#|959
282|0|#|962
283|0|#|964
284|0|#|967
905|284|#|1184
285|0|#|969
286|0|#|976
288|0|#|986
430|288|#|813
289|0|#|991
290|0|#|992
291|0|#|997
292|0|#|1002
293|0|#|1007
294|0|#|460
295|0|#|728
296|0|#|1013
297|0|#|34
298|297|#|533
299|298|#|214
300|298|#|1014
991|297|#|520
1011|297|#|1846
1012|1011|#|100
1013|1012|#|1821
1029|297|#|1889
1051|297|#|1814
1079|297|#|1888
1093|297|#|2049
1099|297|#|583
1123|297|#|100
1124|1123|#|2076
1132|1123|#|2077
1142|297|#|2096
1163|297|#|185
1186|297|#|2150
1213|297|#|1606
1230|297|#|1815
317|0|#|609
321|0|#|194
322|321|#|170
323|322|#|467
348|0|#|601
349|348|#|887
350|349|#|529
729|348|#|1181
730|729|#|1183
859|348|#|1517
1276|348|#|2216
1277|348|#|2222
1278|348|#|2227
360|0|#|109
361|360|#|327
514|360|#|417
741|360|#|1220
814|360|#|1400
382|0|#|692
383|382|#|13
384|383|#|512
757|383|#|1269
412|0|#|208
413|412|#|22
414|413|#|623
415|0|#|690
578|415|#|327
788|415|#|1349
809|415|#|1184
942|415|#|1700
951|415|#|1042
1214|415|#|1702
1219|415|#|1044
421|0|#|793
422|421|#|20
423|422|#|641
425|0|#|271
426|425|#|563
795|425|#|1035
1133|425|#|1041
439|0|#|347
451|0|#|932
452|451|#|731
454|0|#|467
822|454|#|1446
487|0|#|215
488|487|#|240
1024|487|#|170
501|0|#|248
502|501|#|245
517|0|#|934
534|0|#|13
535|534|#|790
904|534|#|1620
544|0|#|1001
558|0|#|1009
577|0|#|785
604|0|#|702
605|604|#|424
967|604|#|1747
641|0|#|843
648|0|#|580
669|0|#|620
670|0|#|1020
671|0|#|1028
672|0|#|1034
678|0|#|1044
679|678|#|441
1036|678|#|405
1056|678|#|1974
1136|678|#|737
1173|678|#|690
1182|678|#|203
1227|678|#|962
680|0|#|1048
681|680|#|441
685|0|#|1053
686|685|#|436
687|0|#|1058
689|0|#|1068
690|0|#|1070
692|0|#|1072
693|0|#|1075
694|0|#|1078
695|0|#|1081
696|0|#|1085
697|0|#|1088
698|0|#|1091
699|0|#|1096
700|0|#|1101
702|0|#|1106
703|0|#|1115
704|0|#|1119
706|0|#|1125
707|0|#|1128
708|0|#|1131
709|0|#|1138
710|0|#|1140
711|710|#|1143
715|0|#|1039
854|715|#|491
716|0|#|1152
717|716|#|203
718|0|#|1155
719|718|#|126
720|0|#|1159
721|720|#|114
724|0|#|1165
726|0|#|1170
857|726|#|152
727|0|#|1175
728|0|#|1179
733|0|#|1192
734|0|#|1196
735|0|#|1197
736|735|#|1200
737|0|#|1206
739|0|#|1209
740|0|#|1213
742|0|#|1221
743|742|#|533
836|742|#|99
963|742|#|288
964|963|#|291
748|0|#|1233
749|0|#|1239
750|0|#|1245
752|0|#|1257
753|0|#|1265
758|0|#|1275
1108|758|#|291
759|0|#|1270
760|759|#|291
761|0|#|1280
772|0|#|1304
774|0|#|1307
775|774|#|1309
779|0|#|1322
780|0|#|1296
781|0|#|1330
784|0|#|1335
1138|784|#|813
786|0|#|1343
787|0|#|1345
791|0|#|1352
792|791|#|291
796|0|#|1042
797|796|#|405
798|796|#|737
852|796|#|690
879|796|#|203
977|796|#|962
799|0|#|1361
801|0|#|1331
802|801|#|813
803|0|#|1368
805|0|#|1372
806|0|#|1379
811|0|#|1393
815|0|#|1408
817|0|#|1420
818|0|#|1427
819|0|#|1434
820|0|#|1439
823|0|#|1089
824|823|#|790
825|0|#|1409
930|825|#|813
826|0|#|1452
827|0|#|1453
830|0|#|1465
831|0|#|1474
834|0|#|1477
835|0|#|1479
838|0|#|1482
840|0|#|1308
841|840|#|20
842|841|#|641
843|0|#|1486
844|0|#|1490
845|0|#|1496
846|0|#|1501
847|0|#|1503
849|0|#|1185
850|849|#|664
860|0|#|1519
861|860|#|489
1004|860|#|1834
862|0|#|1526
1241|862|#|2160
863|0|#|1527
864|863|#|1529
866|0|#|1535
867|0|#|1261
870|0|#|1550
871|0|#|1554
872|871|#|467
873|0|#|1555
874|873|#|150
882|0|#|1567
883|0|#|1573
885|0|#|1578
886|0|#|1584
887|0|#|1585
889|0|#|1592
890|0|#|1593
891|0|#|1598
892|0|#|1599
893|892|#|161
894|0|#|1604
895|894|#|186
899|0|#|1346
900|899|#|349
922|899|#|690
923|899|#|568
901|0|#|1613
906|0|#|1622
1221|906|#|491
907|0|#|1623
908|0|#|1626
909|0|#|1630
1225|909|#|127
1226|1225|#|304
911|0|#|1635
1200|911|#|291
912|0|#|1632
913|912|#|291
914|0|#|1638
920|0|#|1530
921|0|#|1645
925|0|#|1647
1208|925|#|291
926|0|#|1646
927|926|#|291
931|0|#|1657
932|0|#|1661
933|0|#|1663
934|0|#|1666
935|0|#|1672
936|0|#|1680
937|0|#|1685
938|0|#|1687
940|0|#|1699
944|0|#|1703
945|944|#|1184
946|0|#|1706
947|0|#|1712
948|0|#|1716
949|0|#|1722
955|0|#|1745
956|0|#|1621
957|956|#|491
968|0|#|1627
969|968|#|127
970|969|#|304
976|0|#|1757
978|0|#|1760
979|978|#|499
980|0|#|1766
982|0|#|1779
984|0|#|11
985|984|#|214
986|985|#|1791
987|986|#|1184
988|987|#|1794
1097|985|#|1814
1232|985|#|1815
1022|984|#|152
1023|1022|#|1814
1229|1022|#|1815
1288|984|#|391
989|0|#|1797
990|0|#|1803
992|0|#|1806
994|0|#|1815
995|994|#|1818
998|0|#|1820
1000|0|#|1826
1001|0|#|1827
1002|0|#|1795
1006|0|#|1772
1008|0|#|1844
1009|0|#|739
1010|1009|#|280
1107|1009|#|692
1110|1009|#|2062
1111|1009|#|1280
1130|1009|#|152
1131|1130|#|1354
1209|1130|#|1651
1175|1009|#|1170
1191|1009|#|2061
1220|1009|#|647
1223|1009|#|694
1016|0|#|1860
1017|0|#|1864
1018|0|#|1866
1019|0|#|1870
1025|0|#|1876
1026|0|#|1879
1027|1026|#|265
1028|0|#|1887
1030|0|#|1895
1032|0|#|1804
1033|0|#|1898
1034|0|#|1904
1037|0|#|1912
1039|0|#|1919
1040|0|#|1923
1041|0|#|1924
1042|0|#|1930
1050|0|#|1861
1053|0|#|1925
1055|0|#|1972
1058|0|#|1978
1059|1058|#|1184
1060|0|#|1982
1061|0|#|1890
1067|0|#|1594
1070|0|#|1995
1072|0|#|2005
1073|0|#|20
1074|1073|#|2006
1075|1074|#|2009
1076|0|#|625
1077|1076|#|2013
1080|0|#|1872
1082|0|#|2020
1083|1082|#|2027
1091|0|#|2046
1102|0|#|553
1103|0|#|2054
1104|1103|#|2058
1114|0|#|980
1115|1114|#|582
1116|0|#|2074
1121|0|#|1299
1122|0|#|2001
1125|0|#|1845
1126|1125|#|100
1127|1126|#|1821
1134|0|#|16
1135|1134|#|2081
1137|0|#|2088
1140|0|#|1354
1189|1140|#|152
1143|0|#|1915
1150|0|#|2038
1151|0|#|1415
1210|1151|#|813
1154|0|#|2113
1158|0|#|2119
1161|0|#|2123
1162|1161|#|582
1164|0|#|2125
1165|1164|#|172
1166|0|#|2133
1167|0|#|520
1168|1167|#|215
1169|1168|#|1014
1176|1167|#|2137
1255|1167|#|2178
1170|0|#|1188
1171|1170|#|664
1177|0|#|226
1179|0|#|866
1181|0|#|2145
1183|0|#|2146
1184|1183|#|152
1185|0|#|2149
1188|0|#|2154
1196|0|#|1349
1197|1196|#|349
1206|1196|#|690
1207|1196|#|568
1198|0|#|2151
1203|0|#|2110
1204|0|#|1532
1211|0|#|2044
1216|0|#|2158
1217|0|#|2157
1233|0|#|1846
1234|1233|#|100
1235|1234|#|1821
1236|0|#|2040
1244|0|#|634
1247|0|#|2162
1248|0|#|605
1249|1248|#|2164
1252|1248|#|2171
1250|0|#|2166
1251|1250|#|2168
1253|0|#|2172
1254|1253|#|2174
1257|0|#|2179
1258|0|#|2188
1259|0|#|2193
1260|0|#|2197
1261|0|#|2198
1264|0|#|2200
1265|0|#|2202
1266|1265|#|316
1267|0|#|636
1268|1267|#|2206
1269|0|#|2208
1270|0|#|266
1271|1270|#|2128
1272|0|#|2108
1273|0|#|2209
1279|0|#|2229
1280|0|#|2236
1281|0|#|2244
1282|0|#|2250
1283|0|#|2245
1284|0|#|2258
1285|0|#|2251
1289|0|#|1821
1290|0|#|239
1293|0|#|2259
1294|0|#|2266
1295|0|#|2265
1298|0|#|2270
1299|0|#|283
1303|0|#|699
1304|0|#|944
1305|0|#|396
1306|0|#|441
1307|0|#|2276
1310|0|#|2277
1311|0|#|509
1312|0|#|761
1313|0|#|2279
1315|0|#|2283
1316|0|#|2282
1320|0|#|2284
1321|1320|#|2291
1322|1320|#|2297
1324|1320|#|2292
1323|0|#|2292
1327|0|#|2298
1333|0|#|2303
1334|1333|#|152
1335|1334|#|2305
1336|1335|#|2308
1337|0|#|2301
1338|1337|#|152
1339|1338|#|2304
1340|1339|#|2306
1343|0|#|2304
1344|1343|#|2306
1345|0|#|2306
1346|0|#|2311
1347|0|#|2309
1348|0|#|2314
1349|0|#|2312
1350|0|#|2318
1351|0|#|2315
1352|0|#|2323
1353|0|#|2319
1354|0|#|2328
1355|0|#|2324
1356|0|#|2335
1357|0|#|2329
1358|0|#|2340
1359|1358|#|100
1360|1359|#|1939
1361|0|#|2336
1362|1361|#|100
1363|1362|#|1939
1365|0|#|1939
1366|0|#|304
1367|0|#|862
1369|0|#|1184
1370|1369|#|391
1371|0|#|1543
1377|0|#|2341
1378|0|#|598
1380|1378|#|170
1381|1380|#|2347
1383|1378|#|2349
1379|0|#|2347
1382|0|#|2348
1385|0|#|2354
1388|0|#|1160
1389|1388|#|333
1391|0|#|2360
1392|0|#|2361
1393|1392|#|2291
1395|0|#|2365
1397|0|#|2368
1398|1397|#|2344
1404|0|#|2378
1405|0|#|2384
1406|1405|#|2387
1407|1406|#|1014
1408|1407|#|2389
1409|1408|#|2397
1410|1409|#|2400
1411|1410|#|1044
1412|1411|#|2401
1413|1412|#|2407
1414|1413|#|2414
1415|1414|#|2415
1416|1415|#|2416
1417|1416|#|2423
1418|1417|#|2428
1419|1418|#|2433
1420|1419|#|1307
1421|1420|#|1879
1422|1421|#|2443
1423|1422|#|1044
1424|1423|#|2444
1425|1424|#|2448
1426|1425|#|609
1427|1426|#|2451
1428|1427|#|2453
1429|1428|#|2459
1430|1429|#|2460
1431|1430|#|11
1432|1431|#|2466
1433|1432|#|1307
1434|1433|#|4
1435|1434|#|2471
1436|1435|#|2474
1437|1436|#|2481
1438|0|#|2379
1439|0|#|1839
1440|1439|#|2387
1441|1440|#|1014
1442|1441|#|2389
1443|1442|#|2393
1444|0|#|2482
1445|1444|#|2400
1446|1445|#|1044
1447|1446|#|2401
1448|1447|#|2407
1449|1448|#|2412
1450|0|#|4
1451|1450|#|2415
1452|1451|#|2416
1453|1452|#|2423
1454|1453|#|2428
1455|1454|#|2433
1456|1455|#|1307
1457|1456|#|1879
1458|1457|#|2443
1459|1458|#|1044
1460|1459|#|2444
1461|1460|#|2445
1474|0|#|2483
1475|0|#|2490
